"X.timestamp";"MetricName";"Tag_EventHandlerInstance";"Tag_EventHandlerName";"Tag_MC.TrackingId";"Tag_StreamTypeName";"Tag_Type"
"May 20, 2021 @ 09:15:05.452";"Event";"Matrix.GbrtnsMtExtrnBrknngB_MtrxVrTypBtwTrnsctProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.451";"Event";"InputGbrtnsMtVrkr.InputGbrtnsMtVrkrProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.430";"Event";"Reconciliation.kasmutatie_betalingsontvangstProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Betaler.BetalerProcessManager";"Betaler.Sync_Event"
"May 20, 2021 @ 09:15:05.429";"Event";"InputGebeurtenisMetMatrix.InputGebeurtenisMetMatrixProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.427";"Event";"InputVerliesNemen.InputVerliesNemenProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Betaler.BetalerProcessManager";"Betaler.Sync_Event"
"May 20, 2021 @ 09:15:05.427";"Event";"Reconciliation.bankmutatie_betalingsontvangstProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Betaler.BetalerProcessManager";"Betaler.Sync_Event"
"May 20, 2021 @ 09:15:05.427";"Event";"Gs.ViewProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.426";"Event";"InputBetalingsontvangst.InputBetalingsontvangstProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Betaler.BetalerProcessManager";"Betaler.Sync_Event"
"May 20, 2021 @ 09:15:05.424";"Event";"InputGbrtnsMtExtns.InputGbrtnsMtExtnsProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.423";"Event";"InputMchtgngVrwrkngPrsnsg.InputMchtgngVrwrkngPrsnsgProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
