"@timestamp",ApplicationName,"LS-Machine","LS-ProcessId","LS-ProcessName",MessageType,MetricName,"Tag_CommitStreamSequenceNumber","Tag_EventHandlerInstance","Tag_EventHandlerName","Tag_MC-AccountId","Tag_MC-CommitTime","Tag_MC-MessageOrigin","Tag_MC-SourceId","Tag_MC-TrackingId","Tag_MC-TrackingSource","Tag_NrOfCountQueries","Tag_NrOfCreateQueries","Tag_NrOfDeleteQueries","Tag_NrOfExistsQueries","Tag_NrOfMultipleSelectQueries","Tag_NrOfSingleSelectQueries","Tag_NrOfUpdateQueries","Tag_NrOfUpsertQueries","Tag_PackageName","Tag_PackageVersion","Tag_StreamTypeName","Tag_TenantDeploymentSlot","Tag_TenantKey","Tag_TenantName","Tag_Type",Value,"_id","_index","_score","_type"
"May 20, 2021 @ 12:19:11.631",Host,"NL01-AVR","22,940",,LogMetric,Event,3,"PlayerOnbekendRollen.PlayerOnbekendRollenProjector","Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.59Z",Server,"/QZ7od3gkEy/kMrgYnCzzQ==",8556923113d94d38a6a4c98167496d16,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",0,1,0,0,0,1,0,0,AfasNext,"1.0.0-dev","OnbekendRollen.OnbekendRollenAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"OnbekendRollen.OnbekendRollenApply_Event",8,"aH-3iXkB8LmscEX-ONEi","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.631",Host,"NL01-AVR","22,940",,LogMetric,Event,3,"Magazijn.MagazijnSyncRouter","Afas.Runtime.Command.Standard.DynamicStreamItemRouter, Afas.Runtime.Command",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.621Z",Server,"iVziqKXtP0qXuN5Ke18ZVg==",8556923113d94d38a6a4c98167496d16,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",,,,,,,,,AfasNext,"1.0.0-dev","Magazijn.MagazijnAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"Magazijn.MagazijnChanged_Event",0,"Yn-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.631",Host,"NL01-AVR","22,940",,LogMetric,Event,3,"Magazijn.MagazijnProjector","Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.621Z",Server,"iVziqKXtP0qXuN5Ke18ZVg==",8556923113d94d38a6a4c98167496d16,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",0,0,0,0,0,1,1,0,AfasNext,"1.0.0-dev","Magazijn.MagazijnAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"Magazijn.MagazijnChanged_Event",0,"ZX-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.630",Host,"NL01-AVR","22,940",,LogMetric,Event,4,"Signal.SignalProjector","Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.621Z",Server,"0gLk0BoBK0mBgz72R67ayQ==",8556923113d94d38a6a4c98167496d16,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",1,0,2,0,0,0,0,0,AfasNext,"1.0.0-dev","Magazijn.MagazijnAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"Signal.SignalResolved_Event",0,"Y3-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.621",Host,"NL01-AVR","22,940",,LogMetric,Event,2,"Magazijn.MagazijnRouter","Afas.Runtime.Command.Standard.DynamicStreamItemRouter, Afas.Runtime.Command",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.59Z",Server,"aVPTvM1fKUu7jBBtm2sgqA==",8556923113d94d38a6a4c98167496d16,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",,,,,,,,,AfasNext,"1.0.0-dev","OnbekendRollen.OnbekendRollenAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"Magazijn.OnbekendRollenCreatedForMagazijn_Event",0,"WX-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.590",Host,"NL01-AVR","22,940",,LogMetric,Event,2,"OnbekendRollen.OnbekendRollenRouter","Afas.Runtime.Command.Standard.DynamicStreamItemRouter, Afas.Runtime.Command",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.577Z",Server,"W9qQ6lFiPEKPLz3xGdttoQ==",8556923113d94d38a6a4c98167496d16,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",,,,,,,,,AfasNext,"1.0.0-dev","Magazijn.MagazijnAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"Magazijn.MagazijnCreatedForOnbekendRollen_Event",0,"T3-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.590",Host,"NL01-AVR","22,940",,LogMetric,Event,1,"PlayerOnbekendRollen.PlayerOnbekendRollenProjector","Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.582Z",Server,"7w9kGkxOnk6ZV3ZrP7sB0A==",52d812eea13442f1ba832e8a8feab320,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",0,1,0,0,0,1,0,0,AfasNext,"1.0.0-dev","OnbekendRollen.OnbekendRollenAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"OnbekendRollen.OnbekendRollenPlayerApply_Event",30,"U3-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.584",Host,"NL01-AVR","22,940",,LogMetric,Event,1,"Magazijn.MagazijnProjector","Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.577Z",Server,"iGIb/CNRi0aUt409B484dA==",8556923113d94d38a6a4c98167496d16,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",0,1,0,0,0,0,0,0,AfasNext,"1.0.0-dev","Magazijn.MagazijnAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"Magazijn.MagazijnCreated_Event",0,"Sn-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.584",Host,"NL01-AVR","22,940",,LogMetric,Event,1,"Magazijn.MagazijnSyncRouter","Afas.Runtime.Command.Standard.DynamicStreamItemRouter, Afas.Runtime.Command",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.577Z",Server,"iGIb/CNRi0aUt409B484dA==",8556923113d94d38a6a4c98167496d16,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",,,,,,,,,AfasNext,"1.0.0-dev","Magazijn.MagazijnAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"Magazijn.MagazijnCreated_Event",37,"XH-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.574",Host,"NL01-AVR","22,940",,LogMetric,Event,1,"OnbekendRollen.OnbekendRollenRouter","Afas.Runtime.Command.Standard.DynamicStreamItemRouter, Afas.Runtime.Command",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.568Z",Server,"RvE/nhyFHUWXQ0SBHYOQpw==",52d812eea13442f1ba832e8a8feab320,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",,,,,,,,,AfasNext,"1.0.0-dev","Onbekend.OnbekendProcessManager",UnmanagedDemo,AfasNext,AfasNext,"Onbekend.Sync_Event",7,"R3-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.560",Host,"NL01-AVR","22,940",,LogMetric,Event,1,"Onbekend.OnbekendSyncRouter","Afas.Runtime.Command.Standard.DynamicStreamItemRouter, Afas.Runtime.Command",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.553Z",Server,"xkyIO8nngE2Jdx5esW49dA==",52d812eea13442f1ba832e8a8feab320,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",,,,,,,,,AfasNext,"1.0.0-dev","Onbekend.OnbekendAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"Onbekend.OnbekendCreated_Event",8,"Pn-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
"May 20, 2021 @ 12:19:11.560",Host,"NL01-AVR","22,940",,LogMetric,Event,1,"Onbekend.OnbekendProjector","Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector",20e6d695de8949a39b6fa21a41daeb67,"2021-05-20T12:19:11.553Z",Server,"xkyIO8nngE2Jdx5esW49dA==",52d812eea13442f1ba832e8a8feab320,"20e6d695-de89-49a3-9b6f-a21a41daeb67https://nl01-avr.afasgroep.nl:11112/a/7b8e279b-b551-556e-a00a-a815392d0d38/onbekend/new?prefill=%7B%7D&requestpart=isMagazijn",0,1,0,0,0,0,0,0,AfasNext,"1.0.0-dev","Onbekend.OnbekendAggregateRoot",UnmanagedDemo,AfasNext,AfasNext,"Onbekend.OnbekendCreated_Event",0,"On-3iXkB8LmscEX-ONEh","logstash-2021.04.30-000001",,"_doc"
